Country;ID;qual;year;pop;fert;birth;mort;N=workforce;dN;K;c;v;s;gdp;delta;gamma;alpha;r;requil;s/v;K/v
Belgium;BEL;1984;A;9855000;1.591;0.011699999999999999;0.0111;4131970;-0.0048439364274183985;388984184595;44439708655;1.223524791889799E11;4.8958965725020096E10;215751153569;0.11;0.01;0.85;0.13;0.14;0.40;3.18
Belgium;BEL;1985;A;9858000;1.49;0.0116;0.0112;4111955;-7.208250090285521E-4;386298019085;43975133852;1.2208468734251161E11;5.304406850848839E10;219103889703;0.11;0.00;0.82;0.14;0.14;0.43;3.16
Belgium;BEL;1986;A;9862000;1.54;0.0119;0.0112;4108991;0.001458995651243821;386045600683;43847796224;1.2467848163902278E11;5.535320074897722E10;223879478612;0.11;0.01;0.83;0.14;0.15;0.44;3.10
Belgium;BEL;1987;A;9870000;1.55;0.0119;0.0107;4114986;0.0011302590093866661;388142275258;45551216697;1.2554222247983679E11;5.900594220116321E10;230099381378;0.12;0.02;0.93;0.15;0.15;0.47;3.09
Belgium;BEL;1988;A;9884000;1.56;0.0121;0.0106;4119637;0.005913870566751391;397306987857;47582796509;1.2848493328581839E11;6.562702807918161E10;241694757874;0.12;0.03;0.98;0.17;0.16;0.51;3.09
Belgium;BEL;1989;A;9938000;1.58;0.0121;0.0108;4144000;0.008641409266409267;413968175543;46309415935;1.2930868468150441E11;7.649475701949559E10;252112857636;0.11;0.03;0.85;0.18;0.18;0.59;3.20
Belgium;BEL;1990;A;9969000;1.62;0.0124;0.0106;4179810;0.007222816348111517;432901250608;48918756563;1.3054161722634239E11;8.204126328265761E10;261501637072;0.11;0.03;0.78;0.19;0.20;0.63;3.32
Belgium;BEL;1991;A;10004000;1.57;0.0126;0.0104;4210000;0.006483610451306413;447876884279;50357454206;1.4239567431172162E11;7.251452109427838E10;265267649612;0.11;0.03;0.90;0.16;0.17;0.51;3.15
Belgium;BEL;1992;A;10046000;1.56;0.0124;0.0106;4237296;0.009772269862667136;462530320518;51876600232;1.4453896975054462E11;7.314610430045538E10;269561674283;0.11;0.03;0.87;0.16;0.17;0.51;3.20
Belgium;BEL;1993;A;10085000;1.61;0.012;0.0107;4278704;0.0035987532673445043;474130811675;52947446430;1.419563321420576E11;7.023692397194241E10;265140702544;0.11;0.01;0.91;0.15;0.14;0.49;3.34
Belgium;BEL;1994;A;10123000;1.55;0.0115;0.0104;4294102;0.007415054416499655;484786511227;56333500754;1.433232845980696E11;7.559438537593039E10;275251170728;0.12;0.01;0.96;0.16;0.14;0.53;3.38
Belgium;BEL;1995;A;10155000;1.57;0.0114;0.0105;4325943;0.0028802968508831483;500677697384;53864576181;1.454192412978696E11;8.18825423391304E10;281166359818;0.11;0.01;0.86;0.16;0.14;0.56;3.44
Belgium;BEL;1996;A;10179000;1.55;0.01133;0.01024;4338403;0.003991099950834443;516900301125;53942802289;1.476704056379328E11;8.32448276400672E10;284858035567;0.10;0.01;0.90;0.16;0.13;0.56;3.50
Belgium;BEL;1997;A;10200000;1.6;0.01137;0.01018;4355718;0.0020368628088411602;538207061418;53808956839;1.522936810046649E11;9.013093734533511E10;296233575189;0.10;0.01;0.82;0.17;0.14;0.59;3.53
Belgium;BEL;1998;A;10217000;1.597;0.011300000000000001;0.010199999999999999;4364590;0.013839100579894102;558169817504;57034218387;1.544582167808152E11;8.983065648418481E10;301323091652;0.10;0.02;0.87;0.16;0.16;0.58;3.61
Belgium;BEL;1999;A;10236000;1.616;0.0111;0.01026;4424992;0.005213116769476645;578993303397;58166813935;1.599977879777172E11;9.36003785582828E10;311764980471;0.10;0.02;0.87;0.16;0.14;0.59;3.62
Belgium;BEL;2000;A;10264000;1.667;0.0112;0.010199999999999999;4448060;-0.013799723924587348;602339546042;60662032799;1.64195542961572E11;9.836199699842801E10;323219572759;0.10;0.02;0.79;0.16;0.14;0.60;3.67
Belgium;BEL;2001;A;10292000;1.663;0.0111;0.0101;4386678;0.0096389568598379;618980387086;63580503006;1.694375118070668E11;9.19484443489332E10;324966459162;0.10;0.02;0.79;0.15;0.17;0.54;3.65
Belgium;BEL;2002;A;10312000;1.66;0.0108;0.010199999999999999;4428961;0.004806544921032269;627597496113;67619552232;1.7214453684354352E11;8.894421117945648E10;328708300255;0.11;0.02;0.83;0.14;0.16;0.52;3.65
Belgium;BEL;2003;A;10331000;1.657;0.011;0.0103;4450249;0.015824058384148843;633925563446;70291083006;1.71996704990852E11;8.885719658314801E10;331144984580;0.11;0.01;0.91;0.14;0.16;0.52;3.69
Belgium;BEL;2004;A;10348000;1.724;0.011300000000000001;0.009699999999999999;4520670;0.01932080864119699;644574405846;72591273493;1.7349459248043362E11;9.631514543456638E10;342401011408;0.11;0.01;0.93;0.15;0.16;0.56;3.72
Belgium;BEL;2005;A;10364000;1.76;0.0114;0.0099;4608013;-2.2135354218835755E-5;661643062956;72825569704;1.758262967647173E11;1.0083391521428271E11;349485781683;0.11;0.01;0.92;0.15;0.13;0.57;3.76
Belgium;BEL;2006;A;10379000;1.8;0.0116;0.0096;4607911;0.011940117767031525;681353998835;74660386959;1.800793224434232E11;1.0455662428357681E11;359296333686;0.11;0.01;0.96;0.15;0.14;0.58;3.78
Belgium;BEL;2007;A;10392000;1.816;0.011699999999999999;0.0095;4662930;0.002694014278575917;706651428213;75748518602;1.8535199801212347E11;1.0864214848087653E11;369742665095;0.11;0.01;0.93;0.15;0.13;0.59;3.81
Belgium;BEL;2008;A;10404000;1.826;0.011699999999999999;0.0095;4675492;0.0;732288710802;78552581911;1.9218210940930203E11;1.0491446702469797E11;375649158345;0.11;0.02;0.99;0.14;0.12;0.55;3.81
Canada;CAN;1964;A;19711000;3.456;0.023399999999999997;0.0075;7192877;0.02850250324035848;331386866994;34481443233;1.5043478732329123E11;1.0913143817570877E11;294047668732;0.10;0.03;0.49;0.33;0.32;0.73;2.20
Canada;CAN;1965;A;20071000;3.115;0.0213;0.0076;7397892;0.04770440011830397;350617374118;36456531540;1.6087132391339468E11;1.1486178924560532E11;312189644699;0.10;0.03;0.52;0.33;0.36;0.71;2.18
Canada;CAN;1966;A;20448000;2.749;0.0193;0.0075;7750804;0.033425564625295646;373380612476;38372586119;1.7338309718183218E11;1.2084185589316782E11;332597539194;0.10;0.03;0.45;0.32;0.38;0.70;2.15
Canada;CAN;1967;A;20820000;2.528;0.0182;0.0074;8009879;0.025213239800501355;389965229977;40721018297;1.840141370339328E11;1.175530459970672E11;342288201328;0.10;0.02;0.51;0.30;0.30;0.64;2.12
Canada;CAN;1968;A;21143000;2.386;0.0176;0.0074;8211834;0.0298099060453487;409039317058;40488499374;1.932533080045806E11;1.266709266844194E11;360412734063;0.10;0.02;0.49;0.31;0.31;0.66;2.12
Canada;CAN;1969;A;21448000;2.334;0.0176;0.0073;8456628;0.02363991888965673;430340839974;43899483899;2.07550978897626E11;1.28679535184374E11;380129997981;0.10;0.02;0.44;0.30;0.33;0.62;2.07
Canada;CAN;1970;A;21750000;2.258;0.0174;0.0073;8656542;0.011095539073223465;442991552138;48430035909;2.1523282900240677E11;1.2710116740959323E11;390764032321;0.11;0.01;0.52;0.29;0.26;0.59;2.06
Canada;CAN;1971;A;22026000;2.141;0.016800000000000002;0.0073;8752591;0.02916736312710145;460239454928;49035701157;2.269630134715958E11;1.368114226424042E11;412810137271;0.11;0.02;0.51;0.30;0.30;0.60;2.03
Canada;CAN;1972;A;22285000;1.98;0.0159;0.0074;9007881;0.041985678984880016;481304262442;49189932445;2.395289693974527E11;1.449746875065473E11;433693589349;0.10;0.02;0.53;0.30;0.32;0.61;2.01
Canada;CAN;1973;A;22560000;1.89;0.0156;0.0074;9386083;0.03860428253191454;508479165917;51839068274;2.5185003232431323E11;1.5850585686968677E11;462194957468;0.10;0.02;0.54;0.31;0.30;0.63;2.02
Canada;CAN;1974;A;22875000;1.837;0.0154;0.0074;9748426;0.03429610072436309;542527312286;53706076746;2.6047195308934802E11;1.6287682930265198E11;477054859138;0.10;0.02;0.52;0.30;0.29;0.63;2.08
Canada;CAN;1975;A;23209000;1.824;0.0158;0.0073;10082759;0.050874170452750084;573815880360;56276220021;2.776783340692975E11;1.553464751067025E11;489301029197;0.10;0.01;0.58;0.27;0.28;0.56;2.07
Canada;CAN;1976;A;23518000;1.796;0.0156;0.0072;10595711;0.027908556584829467;607238698667;60000696177;2.910364957863439E11;1.6234523136765613E11;513382423331;0.10;0.01;0.56;0.27;0.24;0.56;2.09
Canada;CAN;1977;A;23796000;0.0;0.0155;0.0070999999999999995;10891422;0.03420388999710047;637895448352;63075213197;3.0394381323769916E11;1.6724677289330084E11;534265799328;0.10;0.00;0.54;0.26;0.25;0.55;2.10
Canada;CAN;1978;A;24036000;0.0;0.0152;0.0070999999999999995;11263951;0.03397395816086203;665197719988;66822696089;3.10071404790421E11;1.7660715722557898E11;553501258105;0.10;-0.00;0.58;0.27;0.23;0.57;2.15
Canada;CAN;1979;A;24277000;0.0;0.0154;0.007;11646632;0.02948964129715784;700455844466;71902837576;3.16960137247872E11;1.83680625696128E11;572543600520;0.10;0.00;0.54;0.26;0.25;0.58;2.21
Canada;CAN;1980;A;24593000;1.74;0.0154;0.0070999999999999995;11990087;0.02997384422648476;727823059083;76172081896;3.24985495678578E11;1.82194595605422E11;583352173180;0.10;0.00;0.61;0.25;0.22;0.56;2.24
Canada;CAN;1981;A;24900000;1.7;0.015300000000000001;0.007;12349476;0.00560007566312935;763041897166;77324607734;3.342417694404195E11;1.854005266305805E11;596966903805;0.10;-0.00;0.46;0.24;0.23;0.55;2.28
Canada;CAN;1982;A;25202000;1.69;0.015099999999999999;0.0070999999999999995;12418634;0.018507107947621292;770777409857;79755869632;3.307652516847315E11;1.706864901482685E11;581207611465;0.10;-0.01;0.55;0.22;0.20;0.52;2.33
Canada;CAN;1983;A;25456000;1.68;0.015;0.007;12648467;0.01754402331918959;785001902510;82504415441;3.305494379702304E11;1.864191933247696E11;599473046736;0.11;-0.01;0.58;0.24;0.20;0.56;2.37
Canada;CAN;1984;A;25702000;1.65;0.015;0.007;12870372;0.020937700946017723;810551274379;82670770826;3.426405626470464E11;2.078013099989536E11;633112643472;0.10;0.00;0.54;0.26;0.23;0.61;2.37
Canada;CAN;1985;A;25942000;1.67;0.0149;0.007;13139848;0.019965375550767408;840988657061;86598804056;3.598789852880311E11;2.1640485071496887E11;662882640059;0.10;0.01;0.54;0.26;0.24;0.60;2.34
Canada;CAN;1986;A;26204000;0.0;0.0145;0.0072;13402190;0.019074643770906098;872039163096;90327647489;3.7400994653009406E11;2.1691913918690594E11;681256733206;0.10;0.01;0.60;0.25;0.22;0.58;2.33
Canada;CAN;1987;A;26550000;1.68;0.0144;0.0072;13657832;0.01848302131699965;911062661760;95998500508;3.898038442594848E11;2.249997053045152E11;710802050072;0.11;0.02;0.63;0.25;0.23;0.58;2.34
Canada;CAN;1988;A;26895000;1.68;0.0145;0.0073;13910270;0.020038863372170347;956702480114;102231396082;4.065076064548794E11;2.349631680721206E11;743702170609;0.11;0.02;0.66;0.25;0.23;0.58;2.35
Canada;CAN;1989;A;27379000;1.77;0.0149;0.0073;14189016;0.013115990566223902;1009260661437;105993694017;4.195320433194555E11;2.399040078185445E11;765429745155;0.10;0.02;0.59;0.24;0.23;0.57;2.41
Canada;CAN;1990;A;27791000;1.83;0.015;0.0073;14375119;0.005619014353898566;1043941892626;111359555691;4.312315684568696E11;2.2554490801613037E11;768136032164;0.11;0.01;0.58;0.22;0.21;0.52;2.42
Canada;CAN;1991;A;28118000;1.7;0.0149;0.0072;14455893;0.003081165584166955;1064518344013;113616006391;4.3043838655831976E11;2.0872347791168024E11;752777870861;0.11;0.00;0.61;0.20;0.19;0.48;2.47
Canada;CAN;1992;A;28545000;1.71;0.0147;0.006900000000000001;14500434;0.010020458697994833;1078941877346;115111583885;4.369735169279775E11;2.0985651545202252E11;761941616265;0.11;0.00;0.61;0.19;0.20;0.48;2.47
Canada;CAN;1993;A;28953000;1.7;0.0136;0.0068;14645735;0.011438961581648173;1091114919606;120524329102;4.445024957745507E11;2.1713487805244928E11;782161702929;0.11;-0.00;0.67;0.20;0.18;0.49;2.45
Canada;CAN;1994;A;29331000;0.0;0.013099999999999999;0.0072;14813267;0.009561226433034658;1116231575708;120761289217;4.397578394843892E11;2.6023085167261078E11;820749980374;0.11;0.01;0.56;0.23;0.22;0.59;2.54
Canada;CAN;1995;A;29691000;1.639;0.0126;0.0070999999999999995;14954900;0.011524249577061699;1141679928918;125754276548;4.4492067774090125E11;2.7389732692009875E11;844572281209;0.11;0.01;0.58;0.24;0.23;0.62;2.57
Canada;CAN;1996;A;30026000;1.592;0.012;0.0073;15127244;0.014223212106580682;1173426509400;119572035419;4.4908776604041925E11;2.9034510680458075E11;859004908264;0.10;0.02;0.60;0.25;0.22;0.65;2.61
Canada;CAN;1997;A;30306000;1.55;0.0116;0.0072;15342402;0.015392505032784306;1227003470072;125997601682;4.7113856145658746E11;3.0146876048641254E11;898604923625;0.10;0.02;0.58;0.25;0.24;0.64;2.60
Canada;CAN;1998;A;30552000;0.0;0.0114;0.0072;15578560;0.018329357784031386;1274725803789;133802227290;4.8611317225805096E11;3.1581736706994904E11;935732766618;0.10;0.02;0.60;0.25;0.25;0.65;2.62
Canada;CAN;1999;A;30820000;0.0;0.0112;0.0073;15864105;0.016025801644656286;1329044029165;140737603798;5.0560853747899677E11;3.4174949577400323E11;988095637051;0.11;0.02;0.60;0.26;0.24;0.68;2.63
Canada;CAN;2000;A;31100000;1.49;0.0109;0.0070999999999999995;16118340;0.014335471270614715;1392979339680;146802593150;5.2693704026215436E11;3.6681534340884564E11;1040554976821;0.11;0.03;0.53;0.26;0.28;0.70;2.64
Canada;CAN;2001;A;31377000;0.0;0.0106;0.0070999999999999995;16349404;0.026700117019556185;1439915111521;155702831863;5.4357295547090234E11;3.5743680106209766E11;1056712588396;0.11;0.03;0.56;0.25;0.29;0.66;2.65
Canada;CAN;2002;A;31641000;1.52;0.0107;0.0070999999999999995;16785935;0.021567282370627553;1484723933006;163591105052;5.595155320146239E11;3.641757803733761E11;1087282417440;0.11;0.02;0.61;0.25;0.25;0.65;2.65
Canada;CAN;2003;A;31889000;1.53;0.0105;0.0072;17147962;0.011342922266797652;1543297131261;171204745588;5.67704977487133E11;3.7032235485986694E11;1109232077935;0.11;0.01;0.67;0.24;0.20;0.65;2.72
Canada;CAN;2004;A;32135000;1.53;0.01065;0.00725;17342470;0.007809037582305173;1620102711045;172278952691;5.8179952661706E11;3.9119617938693994E11;1145274658695;0.11;0.01;0.70;0.24;0.18;0.67;2.78
Canada;CAN;2005;A;32386000;1.54;0.01065;0.0070999999999999995;17477898;0.012565870335208501;1723525788985;175323062884;5.971917239939011E11;4.079393028510989E11;1180454089729;0.10;0.01;0.71;0.24;0.17;0.68;2.89
Canada;CAN;2006;A;32657000;1.59;0.01085;0.00705;17697523;0.017643316525143095;1837260339626;182220161980;6.22892069748882E11;4.0910232918511804E11;1214214560914;0.10;0.01;0.72;0.22;0.18;0.66;2.95
Canada;CAN;2007;A;32936000;1.59;0.0111;0.00715;18009766;0.013087843562209526;1951166207588;192150918378;6.35777498774528E11;4.1382451014147205E11;1241752927294;0.10;0.01;0.71;0.21;0.17;0.65;3.07
Canada;CAN;2008;A;33213000;1.604;0.01125;0.00725;18245475;0.0;2053123826172;204986238147;6.409373317212231E11;4.0006657733477686E11;1245990147203;0.10;0.01;0.77;0.19;0.14;0.62;3.20
Chile;CHL;1965;B;8510000;5.0;0.034722;0.011307000000000001;2711658;0.013195985629456222;78687407203;8321214219;1.37274349257567E10;1.1572303404243301E10;33620952549;0.11;0.02;0.60;0.15;0.23;0.84;5.73
Chile;CHL;1966;B;8686000;4.799;0.033476;0.010933;2747441;0.012376243930260922;77275403120;8205423641;1.5306385283605E10;1.3504842305395E10;37016651230;0.11;0.03;0.57;0.17;0.26;0.88;5.05
Chile;CHL;1967;B;8859000;4.593;0.032256;0.010562;2781444;0.011683140124338293;76715466980;8783124887;1.55148087028473E10;1.3756539559152702E10;38054473149;0.11;0.03;0.72;0.18;0.21;0.89;4.94
Chile;CHL;1968;B;9030000;4.392;0.031118;0.010205;2813940;0.011131722780158781;77850516886;7955458950;1.6813770424704E10;1.5036098335295998E10;39805327710;0.10;0.02;0.57;0.19;0.24;0.89;4.63
Chile;CHL;1969;B;9199000;4.202;0.030093;0.009865;2845264;0.010723433748151314;78525917021;8597894914;1.7293954571295998E10;1.5680156695704002E10;41572006181;0.11;0.03;0.60;0.20;0.25;0.91;4.54
Chile;CHL;1970;B;9369000;4.023;0.029169;0.009544;2875775;0.02829984960575845;79409249631;8827294191;1.8020034590613E10;1.5783460408387001E10;42630789190;0.11;0.04;0.59;0.20;0.29;0.88;4.41
Chile;CHL;1971;B;9540000;3.851;0.028303000000000002;0.009237;2957159;0.02845061763672498;79972075732;8837364817;2.33439292864459E10;1.41452176775541E10;46326511781;0.11;0.03;0.48;0.18;0.35;0.61;3.43
Chile;CHL;1972;B;9718000;3.679;0.027440000000000003;0.008936;3041292;0.028209721394723032;77944110444;8820320675;2.3862861409903E10;1.2943703976097E10;45626886061;0.11;0.02;0.50;0.17;0.32;0.54;3.27
Chile;CHL;1973;B;9897000;3.504;0.02655;0.008636;3127086;0.027861082170429596;75576380330;8417422607;1.6243380060881601E10;1.87358846441184E10;43396687312;0.11;-0.00;0.55;0.25;0.25;1.15;4.65
Chile;CHL;1974;B;10077000;3.33;0.025651;0.008336999999999999;3214210;0.026950634837176166;77370382061;9237819657;1.51137484864674E10;2.11992108995326E10;45550779043;0.12;-0.01;0.26;0.27;0.54;1.40;5.12
Chile;CHL;1975;B;10252000;3.163;0.02479;0.008043;3300835;0.027120410441600382;73598499259;8987209502;1.5083342337191399E10;1.4624528553808601E10;38695080393;0.12;-0.05;0.33;0.20;0.31;0.97;4.88
Chile;CHL;1976;B;10432000;3.013;0.024033000000000002;0.007756;3390355;0.025458100995323498;69368026070;9455420368;1.5349700198979E10;1.5230612868021E10;40035733435;0.14;-0.06;0.39;0.22;0.27;0.99;4.52
Chile;CHL;1977;B;10600000;2.887;0.023438;0.007482;3476667;0.024396641956218414;65835599295;9637027477;1.73992359881096E10;1.70794464438904E10;44115709909;0.15;-0.03;0.50;0.26;0.27;0.98;3.78
Chile;CHL;1978;B;10760000;2.788;0.023035;0.007225;3561486;0.024364548955127158;64745440551;8628296797;1.8483495691815E10;2.0897287230185E10;48009079719;0.13;-0.01;0.48;0.32;0.32;1.13;3.50
Chile;CHL;1979;B;10923000;2.718;0.022828;0.0069889999999999996;3648260;0.024782773157614863;66164874275;8324911747;1.8994439671416E10;2.5325991351584E10;52645342770;0.13;0.00;0.53;0.38;0.29;1.33;3.48
Chile;CHL;1980;B;11094000;2.675;0.0228;0.006775000000000001;3738674;0.01578313594606002;71356853470;7638713198;2.1640232109557697E10;2.7326422491442307E10;56605367799;0.11;0.05;0.52;0.38;0.34;1.26;3.30
Chile;CHL;1981;B;11282000;2.656;0.022914;0.006587;3797682;0.021428861078942367;77798581461;8571984414;2.42634301277408E10;2.70890856502592E10;59924500192;0.11;0.06;0.22;0.35;0.85;1.12;3.21
Chile;CHL;1982;B;11487000;2.65;0.023106;0.006423;3879062;0.031687041867338034;75257023816;9015120533;2.1053086449925E10;2.0662121812075E10;50730328795;0.12;0.01;0.25;0.27;0.62;0.98;3.57
Chile;CHL;1985;B;12068000;2.657;0.023599000000000002;0.006048;4355589;0.01422057958177413;70022334442;8667335509;1.88220911616144E10;2.53222769253856E10;52811703596;0.12;-0.04;0.34;0.36;0.27;1.35;3.72
Chile;CHL;1986;B;12261000;2.656;0.023635000000000003;0.005953;4417528;0.03784990157391192;70037157861;7737229872;1.894640966268E10;2.904109476732E10;55724734302;0.11;-0.04;0.34;0.41;0.30;1.53;3.70
Chile;CHL;1987;B;12465000;2.653;0.023597999999999997;0.005866;4584731;0.03752172155792782;72306005379;7576873234;1.89699306878256E10;3.28828034961744E10;59429607418;0.10;-0.00;0.28;0.45;0.50;1.73;3.81
Chile;CHL;1988;B;12679000;2.649;0.023490999999999998;0.005785;4756758;0.029322492336166777;73900102458;9400005010;1.97478991533088E10;3.48025464626912E10;63950450626;0.13;0.02;0.45;0.47;0.39;1.76;3.74
Chile;CHL;1989;B;12902000;2.64;0.023299;0.005708;4896238;0.017079643595756578;80090596197;7750555488;2.294316319925E10;4.055834093775E10;71252059625;0.10;0.03;0.35;0.51;0.41;1.77;3.49
Chile;CHL;1990;B;13129000;2.624;0.023004;0.005634999999999999;4979864;0.01583416735878731;86539101193;8246213850;2.49971579060664E10;4.07565036319336E10;73999875388;0.10;0.04;0.34;0.47;0.44;1.63;3.46
Chile;CHL;1991;B;13354000;2.597;0.022587;0.005567;5058716;0.03917061167300161;92310444066;9017633889;2.72600469527028E10;4.3500039242297195E10;79777720084;0.10;0.04;0.39;0.47;0.46;1.60;3.39
Chile;CHL;1992;B;13574000;2.559;0.022054999999999998;0.0055060000000000005;5256869;0.039895610866468235;100298954933;10035007052;3.17360835903862E10;4.82092994636138E10;89980390106;0.10;0.06;0.42;0.48;0.46;1.52;3.16
Chile;CHL;1993;B;13789000;2.51;0.021425;0.005454;5466595;0.016208078337612352;110656039145;11490450464;3.5362299713118805E10;4.9712786996881195E10;96565537174;0.10;0.05;0.41;0.45;0.43;1.41;3.13
Chile;CHL;1994;B;14001000;2.453;0.02072;0.005409;5555198;-0.0012678215969979829;119394603782;13270601977;3.73805812454328E10;5.19863270615672E10;102637510284;0.11;0.05;0.54;0.44;0.29;1.39;3.19
Chile;CHL;1995;B;14207000;2.388;0.019969;0.005367;5548155;0.015534353312046978;134051763824;14915019083;4.0560828461088E10;5.9102763927912E10;114578611472;0.11;0.07;0.56;0.44;0.35;1.46;3.30
Chile;CHL;1996;B;14405000;2.32;0.019205;0.0053230000000000005;5634342;0.02179704391391222;152032230068;13319469414;4.69435193984875E10;6.35005740625125E10;123763562875;0.09;0.07;0.52;0.42;0.34;1.35;3.24
Chile;CHL;1997;B;14601000;2.253;0.018462;0.005273;5757154;0.024137794472755113;171938148067;14325656564;5.11458793143546E10;6.70994317586454E10;132570967637;0.08;0.06;0.48;0.39;0.35;1.31;3.36
Chile;CHL;1998;B;14792000;2.189;0.017771000000000002;0.00522;5896119;0.018800672103124107;189867632403;17039822473;5.52095352805692E10;6.48150297354308E10;137064387489;0.09;0.05;0.42;0.34;0.39;1.17;3.44
Chile;CHL;1999;B;14977000;2.132;0.017155;0.005163999999999999;6006970;-0.004818902042127728;200180356692;17631153447;5.6842550031341995E10;6.2331471085658005E10;136805174564;0.09;0.04;0.49;0.31;0.25;1.10;3.52
Chile;CHL;2000;B;15156000;2.084;0.016633;0.005112;5978023;0.017182436400796718;213311904734;18712649649;5.78984215897815E10;6.6595511966218506E10;143206583205;0.09;0.03;0.46;0.31;0.29;1.15;3.68
